Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Matheus Santos Carneiro da Cunha,183,76,"['Delantero', 'Mediocampista']",79,Right,4,76,78,67,79,75,84,77,64,71,83,82,86,83,79,74,82,81,80,73,75,70,41,78,77,75,80,41,41,39,8,7,13,13.0,11.0
Nicolò Zaniolo,190,79,"['Delantero', 'Mediocampista']",79,Left,2,73,76,64,79,64,78,74,60,73,82,74,82,71,80,76,84,75,75,86,77,87,60,83,77,60,74,26,63,58,8,11,11,13.0,5.0
David Raum,180,75,"['Mediocampista', 'Defensor']",79,Left,2,85,57,59,77,52,78,82,65,72,77,86,89,77,74,77,64,81,87,76,65,69,72,59,79,49,76,71,73,73,11,8,14,12.0,6.0
Robin Koch,191,85,"['Mediocampista', 'Defensor']",79,Right,4,40,27,79,75,29,60,31,28,72,72,54,68,61,79,53,56,80,69,79,42,79,78,52,64,38,80,79,82,78,9,6,15,8.0,6.0
Mattéo Elias Kenzo Guendouzi Olié,185,68,"['Delantero', 'Mediocampista']",79,Right,3,67,66,69,83,58,76,75,67,79,80,73,74,84,79,71,75,78,88,75,69,86,77,74,81,70,82,72,76,72,6,13,6,13.0,11.0
Jerdy Schouten,185,74,"['Defensor', 'Mediocampista']",79,Right,3,57,52,65,79,52,75,56,33,79,79,65,60,65,78,71,65,70,78,67,58,70,82,60,74,57,82,80,78,73,11,7,6,5.0,14.0
Caio Henrique Oliveira Silva,178,70,"['Mediocampista', 'Defensor']",79,Left,2,84,54,62,78,52,78,80,72,70,81,77,80,72,74,74,64,71,78,58,60,69,73,75,77,48,80,72,75,73,11,15,9,6.0,8.0
Ronaldo Diego Essler Domingues,168,65,"['Mediocampista', 'Defensor']",79,Left,3,78,45,60,76,55,76,54,49,59,74,90,89,87,80,90,78,67,76,44,68,73,75,69,68,49,76,75,77,76,13,13,16,8.0,9.0
Denis Lemi Zakaria Lako Lado,190,81,"['Defensor', 'Mediocampista']",79,Right,3,68,62,67,79,35,78,63,46,74,77,72,87,67,78,62,80,83,76,87,66,87,77,65,71,48,82,80,81,78,12,12,7,13.0,11.0
Luis Ezequiel Ávila,172,81,"['Delantero', 'Mediocampista']",79,Right,5,59,79,82,71,79,78,58,57,62,77,74,82,71,78,86,85,92,76,86,77,90,38,78,68,77,72,38,46,41,11,6,6,10.0,14.0
Matty Cash,185,74,"['Mediocampista', 'Defensor']",79,Right,2,77,66,49,74,55,75,70,48,71,76,78,80,78,79,70,77,69,86,68,64,84,76,71,66,44,72,77,80,80,15,16,13,13.0,8.0
Robin Everardus Gosens,183,76,"['Mediocampista', 'Defensor']",79,Left,3,76,78,79,77,69,75,69,58,75,77,76,77,71,79,66,76,88,84,76,68,80,76,79,67,55,77,73,77,76,7,16,15,16.0,10.0
Renato Fabrizio Tapia Cortijo,185,80,"['Defensor', 'Mediocampista']",79,Right,4,65,62,73,77,64,66,65,54,74,73,69,67,66,74,77,78,84,85,86,60,81,78,68,75,68,70,77,85,82,16,14,7,15.0,8.0
Álvaro García Rivera,167,61,"['Delantero', 'Mediocampista']",79,Left,3,79,75,49,76,49,76,68,50,72,76,89,88,87,79,93,68,57,72,32,63,34,64,78,78,55,75,55,45,32,11,8,10,10.0,14.0
Davide Zappacosta,182,75,"['Mediocampista', 'Defensor']",79,Right,3,81,60,69,75,69,76,76,59,68,74,77,78,71,73,68,78,76,81,66,74,75,76,72,68,59,73,74,77,78,11,9,8,6.0,11.0
Lucas Manuel Zelarayán,172,70,"['Delantero', 'Mediocampista']",79,Right,3,76,74,54,79,74,82,82,89,74,84,72,71,88,76,84,79,67,82,64,84,56,44,77,78,67,70,50,43,35,8,9,11,6.0,10.0
Sardar Azmoun,186,82,"['Delantero', 'Mediocampista']",79,Right,4,64,78,82,77,80,76,74,50,66,80,79,85,75,80,76,77,89,68,73,70,67,34,82,77,58,79,39,33,32,6,10,14,9.0,15.0
Alex Nicolao Telles,181,69,"['Mediocampista', 'Defensor']",79,Left,2,83,63,66,79,66,77,87,79,78,78,77,78,74,77,70,87,74,81,61,83,76,78,75,75,82,75,74,76,75,13,8,12,11.0,14.0
Christian Günter,184,83,"['Mediocampista', 'Defensor']",79,Left,2,84,51,65,72,39,73,77,68,64,71,77,84,64,77,63,74,83,88,82,63,83,76,65,59,46,71,74,75,74,9,15,9,8.0,14.0
Emil Peter Forsberg,177,76,"['Delantero', 'Mediocampista']",79,Right,4,81,73,44,83,65,81,79,75,77,84,66,64,73,78,80,71,57,65,59,72,61,44,77,82,76,77,38,27,33,13,7,9,15.0,11.0
Edin Višća,172,63,"['Delantero', 'Mediocampista']",79,Right,4,78,77,45,76,74,79,77,68,71,80,84,81,86,74,91,80,66,77,58,77,52,51,78,79,77,81,55,40,40,8,14,14,12.0,16.0
Juan Guillermo Cuadrado Bello,179,72,"['Defensor', 'Delantero', 'Mediocampista']",79,Right,3,82,66,65,80,70,84,84,76,74,82,85,85,87,72,81,84,76,68,60,80,80,72,73,74,65,78,72,79,81,5,5,13,6.0,9.0
Stephan El Shaarawy,178,73,"['Delantero', 'Mediocampista']",79,Right,3,76,72,65,77,85,83,85,72,70,83,85,85,91,76,80,75,77,69,63,78,51,36,76,78,72,77,65,42,35,5,3,5,5.0,3.0
Erik Lamela,181,79,"['Delantero', 'Mediocampista']",79,Left,3,78,74,60,79,75,84,84,81,75,83,77,80,80,78,75,81,72,68,61,80,90,55,78,77,75,76,52,52,54,10,15,11,8.0,13.0
Miguel Gutiérrez Ortega,180,73,"['Mediocampista', 'Defensor']",78,Left,3,82,57,65,78,40,80,75,38,68,80,82,80,78,74,75,65,76,80,62,53,60,74,71,75,40,65,73,75,73,14,10,8,6.0,10.0
Omar Khaled Mohamed Marmoush,183,81,"['Delantero', 'Mediocampista']",78,Right,3,49,79,67,77,71,82,60,63,52,81,84,88,90,74,80,78,79,69,68,76,70,34,80,74,70,79,26,30,21,11,13,15,8.0,11.0
Mike Trésor Ndayishimiye,172,66,"['Delantero', 'Mediocampista']",78,Right,3,83,71,29,77,68,81,83,78,72,78,84,75,88,73,78,71,56,69,52,73,59,45,71,84,66,76,41,35,32,14,9,12,11.0,12.0
Anssumane Fati,178,66,"['Delantero', 'Mediocampista']",78,Right,4,69,80,66,73,69,80,75,73,69,79,91,87,89,75,83,74,72,63,49,72,48,19,78,73,74,82,23,32,28,6,9,8,10.0,7.0
Rodrigo Riquelme Reche,174,68,"['Defensor', 'Mediocampista']",78,Right,3,76,77,46,78,65,82,73,56,72,79,80,77,83,75,81,76,56,65,43,78,58,52,75,76,55,76,50,48,46,9,10,8,9.0,12.0
Andrea Colpani,184,75,"['Delantero', 'Mediocampista']",78,Left,3,74,76,67,81,75,80,76,72,77,81,76,82,75,72,66,78,79,82,72,75,58,62,77,74,66,73,62,69,69,10,9,6,12.0,11.0
Jon Moncayola Tollar,182,78,"['Defensor', 'Mediocampista']",78,Right,4,67,68,55,82,50,82,56,57,79,78,64,64,66,76,65,70,66,74,67,67,75,76,74,77,50,73,72,78,77,7,7,11,11.0,14.0
Mason Greenwood,181,70,"['Delantero', 'Mediocampista']",78,Left,5,70,79,63,77,71,81,78,70,72,80,82,83,85,69,75,85,75,67,60,76,49,34,79,75,67,73,27,39,33,5,6,6,9.0,8.0
Deniz Undav,179,86,"['Delantero', 'Mediocampista']",78,Right,5,67,82,71,77,80,76,74,66,62,80,66,67,68,78,83,79,80,69,79,76,72,18,82,77,72,81,25,37,29,9,12,9,11.0,13.0
이강인 Kang-In Lee,173,66,"['Delantero', 'Mediocampista']",78,Left,3,79,75,65,80,75,82,82,77,79,82,75,74,83,76,87,78,71,73,59,69,72,53,78,80,70,81,45,51,42,11,12,12,8.0,14.0
Alexis Jesse Saelemaekers,180,72,"['Delantero', 'Mediocampista']",78,Right,4,80,68,45,77,65,81,76,67,70,81,82,79,87,76,77,64,66,80,59,74,68,65,74,71,44,74,68,66,61,9,6,9,12.0,12.0
Amine Gouiri,181,80,"['Delantero', 'Mediocampista']",78,Right,3,74,79,68,78,77,81,78,76,69,80,80,74,76,76,72,81,80,72,73,81,61,44,81,76,78,78,45,41,32,6,12,8,9.0,7.0
Emile Smith Rowe,182,72,"['Delantero', 'Mediocampista']",78,Right,4,74,73,36,80,60,83,72,58,67,81,76,76,80,78,75,70,60,72,61,71,52,28,80,78,64,78,37,30,31,11,8,14,8.0,10.0
Andreas Skov Olsen,187,75,"['Delantero', 'Mediocampista']",78,Left,4,78,77,64,72,79,80,84,72,70,81,90,82,76,66,77,80,80,74,68,79,62,34,74,68,68,72,39,37,31,13,8,7,7.0,11.0
Ermedin Demirović,185,84,"['Delantero', 'Mediocampista']",78,Right,3,69,80,69,78,74,77,73,51,65,79,69,74,70,79,72,84,78,74,77,75,76,36,79,75,67,73,38,39,42,9,8,9,7.0,6.0
Daniel Muñoz Mejía,181,73,"['Mediocampista', 'Defensor']",78,Right,3,71,69,77,75,70,74,62,34,72,75,81,84,78,73,71,67,87,86,72,52,85,76,70,69,58,75,70,77,76,7,14,12,7.0,6.0
Juan Camilo Hernández Suárez,176,73,"['Delantero', 'Mediocampista']",78,Right,4,65,80,74,77,70,79,68,69,75,78,86,80,79,76,80,75,87,77,75,74,75,23,78,74,76,75,44,43,40,9,11,11,9.0,6.0
Antonín Barák,190,86,"['Delantero', 'Mediocampista']",78,Left,3,77,76,68,81,72,80,77,72,79,83,73,73,73,77,69,82,78,82,75,78,64,64,79,78,70,80,61,67,65,14,15,10,12.0,11.0
Riccardo Orsolini,183,73,"['Delantero', 'Mediocampista']",78,Left,4,75,73,54,74,75,84,82,70,67,84,79,79,83,73,76,79,74,67,72,75,44,40,72,77,74,73,52,26,24,11,11,14,6.0,12.0
伊东 纯也 Junya Ito,176,66,"['Delantero', 'Mediocampista']",78,Right,4,75,71,44,73,69,79,68,66,65,78,91,85,84,76,77,68,68,89,60,71,64,67,75,78,57,78,54,61,56,13,12,15,5.0,7.0
Маліновський Руслан Володимирович Ruslan Malinovskyi,181,79,"['Delantero', 'Mediocampista']",78,Left,4,79,74,74,80,70,79,85,86,78,80,74,74,69,77,73,88,86,80,81,85,78,66,76,80,84,75,55,72,50,6,6,12,15.0,13.0
G. Pierre Paiva Souza,173,72,"['Delantero', 'Mediocampista']",78,Right,4,75,69,34,78,61,81,67,72,72,77,90,78,73,77,77,77,69,69,72,68,63,40,73,75,44,62,36,49,48,7,11,10,16.0,7.0
Alberto Marcelo Dutra Cirino,175,72,"['Delantero', 'Mediocampista']",78,Left,3,86,73,24,85,64,80,72,81,84,79,82,80,88,65,86,68,51,75,46,72,26,21,73,69,76,71,28,20,24,6,12,10,7.0,9.0
Hediselton Simão Resende,176,75,"['Mediocampista', 'Defensor']",78,Right,3,76,69,60,76,71,76,76,68,59,75,84,73,77,80,72,72,77,88,67,74,73,72,76,64,64,80,78,75,77,7,8,8,8.0,7.0
Gérson Adriano Gutierres Serra,186,73,"['Mediocampista', 'Defensor']",78,Left,5,76,54,77,77,71,71,81,77,67,72,77,80,68,72,58,84,83,89,67,77,94,67,57,56,77,77,74,77,75,9,16,8,8.0,10.0
Lukáš Haraslín,182,71,"['Delantero', 'Mediocampista']",78,Right,4,73,75,59,74,69,82,72,75,68,80,79,81,87,77,83,74,72,68,61,73,38,33,77,74,62,81,33,41,48,13,12,13,10.0,15.0
南野 拓実 Takumi Minamino,172,67,"['Delantero', 'Mediocampista']",78,Right,4,67,76,53,77,72,82,76,69,67,80,84,74,89,78,87,71,69,74,58,73,64,49,77,79,72,78,34,39,33,9,12,8,15.0,14.0
Nicolas Pépé,183,73,"['Delantero', 'Mediocampista']",78,Left,2,75,75,57,75,70,82,81,79,66,80,87,87,90,74,75,80,77,65,68,74,43,33,76,74,85,75,36,34,30,11,14,11,6.0,8.0
Sebastián Driussi,179,79,"['Delantero', 'Mediocampista']",78,Right,2,63,77,71,80,75,77,59,70,72,80,86,79,83,75,73,82,86,88,72,83,52,32,77,76,71,72,30,25,21,11,14,14,14.0,10.0
José Ángel Esmoris Tasende,171,69,"['Mediocampista', 'Defensor']",78,Left,3,87,70,63,80,63,83,83,76,80,80,82,60,85,79,86,80,73,85,56,67,77,77,77,77,55,79,75,74,72,13,6,13,13.0,13.0
Mohamed Saïd Benrahma,172,67,"['Delantero', 'Mediocampista']",78,Right,4,74,72,47,77,64,83,73,69,68,82,78,70,85,75,83,85,61,70,53,76,52,40,76,78,75,76,45,35,36,16,7,8,11.0,11.0
Patrick Ciurria,178,67,"['Delantero', 'Mediocampista']",78,Left,4,72,69,55,81,72,76,76,70,73,77,79,87,82,76,77,75,67,81,54,78,52,53,72,78,66,75,54,53,51,14,8,10,6.0,9.0
José Luis Morales Nogales,180,70,"['Delantero', 'Mediocampista']",78,Right,4,75,83,64,77,82,79,79,68,69,78,79,78,78,80,79,83,77,68,69,79,58,58,82,74,76,79,44,54,45,14,13,13,16.0,8.0
Przemysław Frankowski,175,70,"['Mediocampista', 'Defensor']",78,Right,3,78,71,59,77,72,76,71,62,72,77,92,91,75,77,75,73,79,84,70,72,69,70,74,76,76,78,68,70,68,7,14,13,8.0,11.0
Rubén García Santos,171,71,"['Delantero', 'Mediocampista']",78,Left,2,80,77,54,80,59,78,77,79,79,79,83,71,81,73,86,76,61,63,44,78,58,38,74,78,69,67,45,47,41,9,14,13,14.0,10.0
Romário Ricardo da Silva,174,69,"['Delantero', 'Mediocampista']",78,Right,4,69,78,68,74,74,81,70,68,67,80,85,85,88,82,86,74,72,91,66,69,38,28,84,74,81,80,30,22,23,15,14,12,9.0,10.0
Juan Miguel Jiménez López,172,69,"['Delantero', 'Mediocampista']",78,Right,3,74,80,78,77,71,80,65,60,63,81,80,76,79,79,77,77,80,74,56,74,57,23,80,67,64,71,25,28,25,11,6,9,12.0,9.0
Roberto Maximiliano Pereyra,182,77,"['Delantero', 'Mediocampista']",78,Right,4,76,74,60,80,73,82,78,74,76,82,79,76,76,76,76,74,75,78,68,76,71,70,77,79,72,78,66,72,69,4,5,3,4.0,8.0
Daley Blind,180,72,"['Mediocampista', 'Defensor']",78,Left,3,84,56,77,83,66,75,84,62,83,81,39,34,69,81,72,74,72,63,73,64,68,84,68,84,54,83,82,81,80,12,9,10,14.0,10.0
Antonio Candreva,180,70,"['Delantero', 'Mediocampista']",78,Right,4,79,74,55,82,79,81,77,73,80,83,68,65,79,75,80,88,63,75,55,85,66,67,80,80,69,73,62,63,53,10,4,14,4.0,14.0
Tommaso Baldanzi,170,63,"['Delantero', 'Mediocampista']",77,Left,3,68,69,44,78,70,82,75,64,68,80,79,78,83,70,88,77,52,68,40,74,53,33,79,79,58,69,42,41,48,12,9,10,12.0,7.0
Vanderson de Oliveira Campos,173,74,"['Mediocampista', 'Defensor']",77,Right,3,77,63,68,76,61,78,69,72,67,76,79,77,76,75,76,62,77,77,67,59,71,72,72,74,49,74,71,74,74,8,8,6,6.0,7.0
Myrto Uzuni,178,64,"['Delantero', 'Mediocampista']",77,Right,3,73,81,75,72,57,82,66,67,63,80,80,82,82,75,74,77,81,67,63,76,71,49,76,72,79,80,22,22,19,7,8,9,15.0,13.0
Yan Bueno Couto,168,60,"['Defensor', 'Mediocampista']",77,Right,3,80,65,51,75,45,81,76,43,71,80,85,84,85,72,83,65,68,80,55,58,66,72,68,68,55,66,67,74,71,9,6,13,8.0,11.0
Andrea Cambiaso,182,77,"['Mediocampista', 'Defensor']",77,Left,5,78,56,53,75,55,78,69,60,69,79,78,78,75,75,74,64,69,75,61,57,69,70,72,73,46,74,70,73,72,13,7,7,13.0,13.0
Ivan Ilić,186,75,"['Delantero', 'Mediocampista']",77,Left,3,72,69,58,81,61,78,72,63,80,82,73,71,73,71,69,81,72,72,70,77,72,68,68,78,59,72,69,70,67,10,10,8,11.0,14.0
Cole Palmer,189,74,"['Delantero', 'Mediocampista']",77,Left,3,68,75,43,81,55,80,74,57,71,83,71,76,78,75,64,75,58,66,57,68,50,40,75,81,80,81,48,47,45,7,6,10,14.0,14.0
Alejandro Baena Rodríguez,174,69,"['Delantero', 'Mediocampista']",77,Right,4,69,78,58,76,69,75,70,80,74,80,75,74,76,75,69,76,68,76,59,77,74,66,78,77,68,74,67,66,64,6,11,8,12.0,11.0
Anton Stach,194,88,"['Delantero', 'Mediocampista']",77,Right,5,70,59,76,76,54,74,71,64,75,77,70,73,62,79,44,84,86,79,81,78,74,86,74,76,51,68,70,79,66,7,14,8,7.0,11.0
Amine Adli,174,73,"['Delantero', 'Mediocampista']",77,Left,3,66,78,73,73,67,83,73,52,63,82,87,76,86,73,83,78,82,79,60,70,73,30,78,71,68,71,44,35,35,10,8,14,8.0,12.0
Patrick Wimmer,182,77,"['Delantero', 'Mediocampista']",77,Right,4,71,69,44,75,57,83,64,50,61,78,83,82,84,75,82,77,70,76,71,67,60,48,76,78,52,68,53,47,45,12,13,9,14.0,13.0
Ladislav Krejčí,190,86,"['Mediocampista', 'Defensor']",77,Left,3,56,62,84,74,51,69,55,54,73,71,65,68,57,72,65,76,89,79,85,68,91,74,73,68,76,77,73,74,71,9,5,6,14.0,6.0
Charles De Ketelaere,192,79,"['Delantero', 'Mediocampista']",77,Left,3,74,73,75,77,76,78,73,72,76,81,70,74,78,76,66,77,79,83,71,73,57,61,76,77,67,72,45,61,57,11,8,14,8.0,8.0
Brennan Price Johnson,179,73,"['Delantero', 'Mediocampista']",77,Right,4,74,77,58,69,73,80,64,43,63,75,87,91,88,72,66,74,70,78,52,68,48,23,74,72,67,70,45,45,53,14,7,13,5.0,13.0
Tomáš Holeš,180,73,"['Mediocampista', 'Defensor']",77,Right,4,77,68,77,75,67,71,63,55,75,74,74,74,70,74,82,74,88,80,80,75,80,76,75,68,54,74,77,74,76,9,10,8,13.0,5.0
Thierry Rendall Correia,176,69,"['Mediocampista', 'Defensor']",77,Right,4,74,43,58,72,52,76,74,42,62,73,88,92,75,75,72,55,78,71,69,54,70,72,65,64,46,72,73,76,74,10,15,6,6.0,7.0
Edgar González Estrada,193,78,"['Mediocampista', 'Defensor']",77,Right,2,50,52,71,75,37,60,32,43,73,67,63,67,51,76,44,58,79,79,77,59,82,79,52,72,32,70,79,80,75,7,14,7,12.0,8.0
Manor Solomon,170,65,"['Delantero', 'Mediocampista']",77,Right,4,73,75,38,78,46,85,79,72,72,76,84,82,84,66,82,76,65,66,64,71,30,35,74,73,58,78,50,47,35,12,11,9,13.0,10.0
Bryan Gil Salvatierra,175,65,"['Delantero', 'Mediocampista']",77,Left,3,79,73,34,75,64,82,68,72,72,78,77,74,89,76,79,64,47,45,34,60,52,30,78,71,52,81,31,32,30,13,10,14,6.0,6.0
Harvey Elliott,168,64,"['Delantero', 'Mediocampista']",77,Left,4,75,64,40,78,60,81,66,60,70,79,79,71,87,75,87,65,54,75,45,66,57,54,79,81,59,76,52,55,45,10,10,6,14.0,7.0
Eric García Martret,182,76,"['Mediocampista', 'Defensor']",77,Right,3,54,42,75,81,31,64,65,31,79,74,55,68,64,77,56,51,75,65,72,44,76,79,42,68,44,78,78,80,77,11,9,12,11.0,7.0
Francisco António Machado Mota de Castro Trincão,184,76,"['Delantero', 'Mediocampista']",77,Left,2,69,77,66,71,68,82,82,56,66,82,77,77,81,76,65,75,72,69,56,74,50,35,73,76,67,83,37,36,34,5,9,6,15.0,7.0
Rayan Aït Nouri,180,70,"['Mediocampista', 'Defensor']",77,Left,3,73,50,62,70,48,82,72,58,67,79,84,83,79,70,75,61,76,79,63,48,67,71,68,68,42,71,71,75,74,15,11,8,14.0,12.0
Noah Arinzechukwu Okafor,185,85,"['Delantero', 'Mediocampista']",77,Right,4,66,78,63,72,69,77,68,63,64,79,91,91,87,76,71,75,88,71,83,73,53,20,78,73,70,73,38,25,20,14,14,11,6.0,5.0
Musa Barrow,183,70,"['Delantero', 'Mediocampista']",77,Right,4,65,76,63,75,60,79,60,56,58,78,82,85,78,74,57,76,77,72,68,75,40,20,76,72,58,70,45,20,16,8,6,14,14.0,12.0
Chris Führich,181,70,"['Delantero', 'Mediocampista']",77,Right,4,66,68,54,73,58,86,73,62,66,83,83,81,88,70,83,70,64,78,49,66,58,43,69,70,59,72,53,55,50,6,7,12,12.0,6.0
Anthony Nuatuzor Nwakaeme,185,80,"['Delantero', 'Mediocampista']",77,Right,4,75,77,67,76,69,81,77,60,70,81,73,75,76,76,66,82,78,80,92,75,53,23,78,77,70,81,27,53,34,6,10,6,15.0,9.0
Junior Walter Messias,179,70,"['Delantero', 'Mediocampista']",77,Left,3,68,74,61,75,68,84,74,71,71,81,80,82,80,71,74,71,72,63,58,73,55,46,73,74,62,65,45,51,46,8,8,15,9.0,12.0
Ridle Bote Baku,176,72,"['Mediocampista', 'Defensor']",77,Right,4,75,71,49,75,63,82,79,48,70,78,84,79,85,75,90,77,74,88,73,73,74,75,76,75,60,76,72,74,74,12,8,7,10.0,9.0
Albert Guðmundsson,178,78,"['Delantero', 'Mediocampista']",77,Right,4,63,79,70,72,69,83,72,63,64,81,85,88,83,75,77,78,84,79,74,74,55,29,72,72,70,77,25,39,43,5,10,7,6.0,6.0
Calvin Stengs,187,68,"['Delantero', 'Mediocampista']",77,Left,3,75,63,44,81,71,80,74,65,76,77,73,72,79,73,67,75,61,74,62,70,58,58,74,83,52,73,42,64,52,14,11,7,5.0,10.0
Morgan Anthony Gibbs-White,178,70,"['Delantero', 'Mediocampista']",77,Right,2,67,73,58,78,64,80,73,71,76,79,77,73,83,75,76,74,73,78,66,71,62,58,74,76,73,74,57,57,56,7,7,14,15.0,11.0
Cengiz Ünder,173,66,"['Delantero', 'Mediocampista']",77,Left,4,81,74,60,76,72,80,84,68,74,81,79,76,78,70,81,80,66,65,48,79,37,29,73,78,77,74,43,33,30,9,13,7,9.0,8.0
Joakim Mæhle Pedersen,185,79,"['Mediocampista', 'Defensor']",77,Right,3,76,50,59,75,63,71,63,40,68,76,78,84,67,76,64,65,77,87,74,62,73,72,76,66,33,73,70,73,70,12,8,12,10.0,8.0
Nanitamo Jonathan Ikoné,175,73,"['Delantero', 'Mediocampista']",77,Left,3,73,64,39,73,59,85,78,72,64,79,90,89,92,73,82,73,62,72,54,68,65,34,72,76,70,76,32,36,36,9,8,13,8.0,14.0
Roland Sallai,183,75,"['Delantero', 'Mediocampista']",77,Right,4,75,75,59,76,68,81,58,45,64,80,77,71,77,75,77,69,73,64,68,65,74,39,78,75,62,65,32,37,38,7,5,11,14.0,9.0
Akram Hassan Afif,176,70,"['Delantero', 'Mediocampista']",77,Right,4,48,74,71,79,77,63,70,77,87,87,81,70,72,70,64,72,51,69,37,27,76,69,76,78,28,36,28,7,14,8,5,10,0.0,0.0
板仓 晃 Ko Itakura,188,80,"['Mediocampista', 'Defensor']",77,Right,4,34,41,70,74,34,68,41,40,69,70,77,70,71,74,69,67,81,84,75,36,74,82,48,59,38,76,77,80,80,13,6,9,10.0,12.0
Karl Jesper Karlsson,178,68,"['Delantero', 'Mediocampista']",77,Right,3,73,71,44,71,76,80,82,75,66,81,84,82,90,73,88,77,68,83,52,83,54,35,74,72,77,77,32,36,34,13,11,10,10.0,9.0
Romain Del Castillo,172,65,"['Delantero', 'Mediocampista']",77,Left,3,77,73,63,78,69,81,80,70,73,80,79,74,87,72,81,78,74,66,62,76,69,35,75,77,69,78,32,48,45,7,10,9,13.0,12.0
Ludovic Blas,180,77,"['Delantero', 'Mediocampista']",77,Left,2,72,74,58,78,76,82,77,69,74,81,77,70,80,73,76,82,72,72,63,80,55,66,75,77,80,84,47,64,59,12,9,14,14.0,15.0
Victorio Martin Maia Padilha Jabim,178,75,"['Mediocampista', 'Defensor']",77,Right,3,72,52,68,73,55,71,61,62,71,77,76,81,72,74,69,54,72,78,56,53,64,73,61,71,63,72,80,74,73,8,16,9,10.0,15.0
Andeson Jaime Trigo Gonçalves,175,68,"['Mediocampista', 'Defensor']",77,Left,3,75,60,60,75,59,76,84,77,72,73,85,79,89,82,79,70,71,84,52,61,70,62,72,73,67,80,76,74,77,13,13,9,8.0,12.0
Claudio Nuno Coíntra Calegari,174,71,"['Delantero', 'Mediocampista']",77,Left,5,74,73,45,75,77,75,86,74,75,76,89,71,88,82,79,74,69,75,60,68,42,32,78,79,73,84,17,28,21,8,15,15,13.0,8.0
Alessandro L. Baia Marques,175,71,"['Mediocampista', 'Defensor']",77,Right,3,72,51,66,77,39,77,51,52,74,71,74,77,81,75,72,34,72,80,61,51,81,71,55,56,66,73,77,76,77,15,8,15,10.0,13.0
İrfan Can Kahveci,176,75,"['Delantero', 'Mediocampista']",77,Left,3,78,72,52,79,69,81,83,78,76,81,74,73,77,74,82,80,60,68,64,82,69,62,73,79,58,75,56,61,56,13,14,15,15.0,10.0
Gonçalo Manuel Ganchinho Guedes,179,68,"['Delantero', 'Mediocampista']",77,Right,4,76,77,70,68,75,82,76,70,64,81,82,83,81,77,75,87,74,64,71,84,64,50,73,75,69,76,24,34,30,9,12,11,9.0,9.0
Ruben Aguilar,172,69,"['Mediocampista', 'Defensor']",77,Right,2,74,49,60,74,52,74,62,33,70,75,75,68,78,73,76,70,73,90,66,45,83,71,70,72,38,74,70,74,74,15,8,16,10.0,13.0
Rick Karsdorp,184,80,"['Defensor', 'Mediocampista']",77,Right,3,80,53,69,76,69,78,69,60,74,78,77,85,69,77,67,75,83,81,80,69,80,77,77,69,52,80,73,75,73,13,7,14,16.0,15.0
Franck Honorat,180,70,"['Defensor', 'Mediocampista']",77,Right,3,84,74,59,74,74,79,69,60,69,77,80,78,78,72,74,82,68,80,54,78,57,59,73,72,68,74,53,46,51,10,15,7,14.0,15.0
Demarai Gray,183,75,"['Delantero', 'Mediocampista']",77,Right,4,74,77,32,71,54,84,72,60,58,82,87,86,80,68,76,82,62,70,59,75,40,25,74,72,61,73,42,45,33,6,11,11,13.0,10.0
Hans Hateboer,185,72,"['Mediocampista', 'Defensor']",77,Right,3,76,63,76,74,58,75,57,36,72,77,77,79,68,75,74,72,87,73,75,58,76,72,74,71,47,74,72,77,75,11,6,8,14.0,15.0
Djené Dakonam Ortega,178,72,"['Mediocampista', 'Defensor']",77,Right,4,60,29,73,78,22,62,51,48,72,73,71,65,71,78,70,67,83,73,76,49,84,79,61,60,41,73,77,79,76,7,15,7,10.0,10.0
Aleksey Miranchuk,182,74,"['Delantero', 'Mediocampista']",77,Left,2,69,73,63,80,67,80,74,75,75,80,73,72,80,78,78,66,72,68,64,74,43,36,80,79,67,76,22,28,29,8,8,9,12.0,15.0
Johan Andrés Mojica Palacio,185,73,"['Mediocampista', 'Defensor']",77,Left,2,77,62,56,77,43,72,74,64,70,75,86,90,70,69,58,80,77,65,70,61,73,74,69,65,60,70,70,77,75,13,8,14,9.0,15.0
Abderrazak Hamdallah,179,75,"['Delantero', 'Mediocampista']",77,Right,3,66,80,81,72,76,77,74,72,60,72,57,66,74,81,46,77,76,83,80,70,65,20,81,74,85,75,30,25,20,9,11,9,15.0,10.0
Federico Bernardeschi,185,77,"['Delantero', 'Mediocampista']",77,Left,3,81,69,53,77,76,84,84,80,72,83,76,76,82,69,76,80,71,74,69,78,54,60,70,76,81,78,59,55,55,14,15,10,13.0,12.0
Armindo Tué Na Bangna,173,70,"['Delantero', 'Mediocampista']",77,Right,3,70,74,53,70,64,83,77,70,61,82,91,88,90,66,87,75,71,70,56,72,56,38,73,70,68,68,26,27,28,11,13,8,12.0,8.0
